Question Link, Question,Answer Count,Upvotes,Count
'/questions/70951954/how-to-change-the-color-of-an-input-made-by-a-user-in-python',How to change the color of an input made by a user in python,2,0,1
'/questions/70951953/cucumber-js-couldnt-find-tsconfig-json-tsconfig-paths-will-be-skipped-tserror',Cucumber.js Couldn't find tsconfig.json. tsconfig-paths will be skipped TSError: ⨯ Unable to compile TypeScript:,0,0,1
'/questions/70951951/python-metaclass-grammar',Python metaclass grammar,1,0,1
'/questions/70951950/iam-getting-error-like-device-is-out-of-memory-while-running-site',iam getting error like device is out of memory while running site,0,-1,1
'/questions/70951947/uwp-c-cxx-mouse-vs-laptop-touchpad',UWP C++/Cxx Mouse vs Laptop Touchpad,0,0,1
'/questions/70951945/is-it-possible-to-change-the-instance-name-for-mpris-dbus',Is it possible to change the instance name for MPRIS/DBUS?,0,0,1
'/questions/70951944/how-to-connect-cx-oracle-in-python-microservice-hosted-on-docker',How to connect cx_oracle in python microservice hosted on docker?,0,0,1
'/questions/70951941/do-we-have-to-initialize-firebase-on-every-dart-file-in-a-flutter-project',Do we have to initialize Firebase on every .dart file in a flutter project?,0,0,1
'/questions/70951940/how-to-print-a-random-element-from-a-list-on-to-excel-file-rows-on-openpyxl',How to print a random element from a list on to excel file rows on openpyxl,1,1,1
'/questions/70951938/intellij-idea-certificate-error-on-gradle-build',Intellij IDEA Certificate Error On Gradle Build,0,0,1
'/questions/70951932/aws-glue-job-output-file-name',AWS Glue Job Output File Name,1,0,1
'/questions/70951929/how-come-an-abstract-base-class-in-python-can-be-instantiated',How come an abstract base class in python can be instantiated?,2,1,1
'/questions/70951928/add-and-remove-makers-on-google-maps-using-flutter-maps-flutter-package',Add and remove makers on Google maps using flutter maps flutter package,1,0,1
'/questions/70951926/error-5489-nothing-found-for-requested-criteria',Error 5489 - "NOTHING FOUND FOR REQUESTED CRITERIA",0,0,1
'/questions/70951921/how-to-filter-out-databases-that-contains-entries-to-a-specific-table-postgresql',How to filter out databases that contains entries to a specific table PostgreSQL,0,0,1
'/questions/70951920/undefined-name-data-flutter',Undefined name 'data'. - flutter,1,0,1
'/questions/70951915/not-able-to-set-the-cookie-from-script-tag-javascript-nodejs',not able to set the cookie from script tag javascript nodejs,0,0,1
'/questions/70951914/how-to-configure-gerbera-to-transcode-wma-to-mp3',How to configure gerbera to transcode wma to mp3,0,0,1
'/questions/70951913/reactjs-update-parent-component',Reactjs update parent component,1,-1,1
'/questions/70951911/cannot-read-property-expoimagemanipulator-of-undefined',Cannot read property 'ExpoImageManipulator' of undefined,2,0,1
'/questions/70951909/sharpen-image-with-scipy-convolve2d-odd-results',Sharpen image with scipy convolve2d - odd results,0,0,1
'/questions/70951906/mock-resolveinfo-param-in-graphql-resolver',Mock resolveInfo param in graphql resolver,0,0,1
'/questions/70951903/run-github-codes-using-jupyter-notebook',Run github codes using Jupyter Notebook,0,-1,1
'/questions/70951902/flutter-can-we-navigate-to-other-screen-inside-controller-using-getx',Flutter: Can we navigate to other screen inside controller using GetX?,2,0,1
'/questions/70951901/what-might-cause-an-empty-retrofit-response',What might cause an Empty retrofit response?,2,0,1
'/questions/70951899/swift-package-manager-dependency-mirroring',Swift Package Manager Dependency Mirroring,0,0,1
'/questions/70951896/run-deposit-a-powershell-script-in-c-sharp',Run/deposit a Powershell Script in C#,1,0,1
'/questions/70951895/underscore-js-group-by-each-month-on-each-year-in-single-level',Underscore js group by each month on each year in single level,0,0,1
'/questions/70951893/tried-command-pod-install-this-happened',Tried command 'pod install'  this happened,0,0,1
'/questions/70951892/creating-zones-around-a-point-from-raster-data-in-qgis',Creating zones around a point from raster data in qgis,0,0,1
'/questions/70951891/how-to-delete-aws-rds-public-snapshots',how to delete AWS RDS public snapshots,0,0,1
'/questions/70951887/how-to-use-getclosest-in-a-list-in-python',How to use Getclosest() in a list in Python,1,0,1
'/questions/70951885/await-for-a-function-to-finish-not-working',Await for a function to finish not working,1,0,1
'/questions/70951883/ga4-custom-event-from-server-side-can-someone-tell-me-how-i-can-do-the-followin',GA4 custom event from server side  can someone tell me how i can do the following code in php?,0,0,1
'/questions/70951882/wrong-java-version-on-jenkins-slave',Wrong Java Version on Jenkins Slave,0,0,1
'/questions/70951876/node-packages-in-m1-for-react-native-time-delay',node packages in M1 for React-Native time delay,0,0,1
'/questions/70951875/symfony-6-fixtures-userpasswordhasherinterface',Symfony 6 fixtures UserPasswordHasherInterface [duplicate],1,-1,1
'/questions/70951874/counting-occurences-of-words-in-file',Counting Occurences of words in file,1,0,1
'/questions/70951872/single-sign-on-in-laravel-with-passport-like-sign-in-with-google-popup',Single Sign On in laravel with passport like sign in with google popup,0,-1,1
'/questions/70951868/von-neumann-random-number-extractor',von Neumann random number extractor,0,0,1
'/questions/70951867/loop-api-till-null',Loop API till null,0,0,1
'/questions/70951866/angular-material-datepicker-only-with-the-calander-icon-in-mobile-devices',Angular Material Datepicker only with the calander icon in mobile devices,0,0,1
'/questions/70951863/unable-to-identify-the-error-for-the-following-query-in-grafana',Unable to identify the error for the following query in grafana,0,0,1
'/questions/70951858/errno-14-curl7-failed-connect-to-repo-mysql-com80-no-route-to-host',Errno 14 curl#7 - Failed connect to repo.mysql.com:80; No route to host,0,0,1
'/questions/70951857/swift-completion-block-with-success-and-failure-handler',Swift completion block with success and failure handler,1,0,1
'/questions/70951856/keyerror-in-nested-dictionary',KeyError in nested dictionary,1,0,1
'/questions/70951853/crystal-report-printing-reports-directly-to-printer-prints-garbage-values-in-wpf',Crystal Report printing reports directly to printer prints garbage values in WPF application,0,0,1
'/questions/70951851/can-i-use-ioread32-repaddr-buf-2-to-replace-ioread64',Can I use ioread32_rep(addr  buf, 2) to replace ioread64()?,1,0,1
'/questions/70951850/savedata-is-not-output-and-instanceref-null',SaveData is not output and instanceRef null,1,0,1
'/questions/70951845/key-value-from-variable-and-string-in-angular-template',Key value from variable and string in Angular Template,2,0,1
'/questions/70951843/swift-5-json-import-with-codingkeys-and-enum-values',Swift 5 JSON Import with CodingKeys and ENUM values,1,0,1
'/questions/70951842/forumerror-while-performing-hydrogen-bond-analysis-using-readhbmap-py',Forum:Error while performing Hydrogen bond analysis using readHBmap.py?,0,-1,1
'/questions/70951837/select-option-change-values-based-on-first-select-option-jquery',Select option change values based on first select option   Jquery,1,0,1
'/questions/70951835/msaccess-query-between-two-time-fields-when-adding-fields-together-works-fine-wh',MSAccess query between two time fields when adding fields together works fine when subtracting gives error,1,0,1
'/questions/70951834/invalidargumentexception-please-provide-a-valid-cache-path',InvalidArgumentException Please provide a valid cache path,0,0,1
'/questions/70951832/list-object-cannot-be-coerced-to-type-logical-error-using-r','list' object cannot be coerced to type 'logical' error using R,0,0,1
'/questions/70951831/laravel-5-5-not-receiving-password-reset-link',Laravel 5.5 : Not Receiving Password Reset Link,0,0,1
'/questions/70951830/custom-react-badge-style',Custom react badge style,0,0,1
'/questions/70951829/flask-python-gunicorn-nginx-webapp-dropping-https-from-target-web-page-when-subm',Flask/Python/Gunicorn/Nginx WebApp dropping https from target web page when submitting Flask WTForm,0,0,1
'/questions/70951827/getting-error-500-when-using-expo-document-picker',Getting error 500 when using expo-document-picker,0,0,1
'/questions/70951826/elastic-search-dynamic-field-mapping-with-range-query-on-price-field',Elastic search dynamic field mapping with range query on price field,0,2,1
'/questions/70951823/3-child-processes-require-only-2-wait',3 child processes require only 2 wait(),0,0,1
'/questions/70951817/not-able-to-ban-members-out-of-the-server-py-cog',Not able to ban members out of the server .py cog,0,0,1
'/questions/70951815/react-typescript-property-data-does-not-exist-on-type-intrinsicattributes',React/Typescript Property 'data' does not exist on type 'IntrinsicAttributes & [Interface]',0,0,1
'/questions/70951814/r-rate-of-growth-different-time',R  rate of growth, different time,3,0,1
'/questions/70951811/i-am-looking-for-a-way-to-connect-to-a-db-which-is-installed-in-ec2-on-laravel-p',I am looking for a way to connect to a DB which is installed in EC2 on Laravel Project,0,0,1
'/questions/70951810/how-to-sort-each-column-of-matrix-with-r-function',How to sort each column of matrix with R function?,1,1,1
'/questions/70951809/pyagrum-printing-and-plotting',pyAgrum - printing and plotting,0,0,1
'/questions/70951601/android-using-colors-from-colors-xmlcolor-black-vs-inline-colors000000-in',Android using colors from colors.xml(@color/black) vs inline colors((#000000) in XML File Performance,1,0,2
'/questions/70951600/firebase-realtime-database-simulated-read-denied',Firebase Realtime Database Simulated read denied,0,0,2
'/questions/70951597/how-to-set-github-action-on-closed-but-not-merged-prs',How to set GitHub action on closed (but not merged) PRs,1,0,1
'/questions/70951596/about-screen-area-cursor-jumping-in-vscodes-vimextension',About screen area cursor jumping in vscode's vimExtension,0,-1,1
'/questions/70951595/in-asp-net-core-how-do-i-read-an-xml-file-that-is-outside-the-web-root',In ASP.NET Core how do I read an XML file that is outside the web root?,0,0,1
'/questions/70951594/open-a-file-using-python-and-input-it-into-a-numerical-variable',Open a file using python and input it into a numerical variable [closed],0,-2,1
'/questions/70951593/how-to-manage-loadstate-in-a-screen-that-have-multiple-future-builder',How to manage loadState in a screen that have multiple future builder?,0,1,1
'/questions/70951592/you-cannot-accept-payments-using-this-api-as-it-is-no-longer-supported-in-india',You cannot accept payments using this API as it is no longer supported in India Next js  Strapi , Stripe,0,0,1
'/questions/70951590/does-gradle-support-defining-a-different-repo-for-one-single-compile-time-depend',Does Gradle support defining a different repo for one single compile time dependency?,1,0,1
'/questions/70951589/concatenating-two-fields-which-have-multiple-values-separated-by-delimiter-using',Concatenating two fields which have multiple values separated by delimiter using pandas,2,0,1
'/questions/70951585/wordpress-woocommerce-whatsapp-button-with-product-title-as-text-message',Wordpress/woocommerce whatsapp button with product title as text message,0,0,1
'/questions/70951583/news-display-plugin-formulation-in-django-and-python',News Display Plugin Formulation in Django and Python,0,0,1
'/questions/70951582/yarn-install-throw-error-routinesssl3-get-recorddecryption-failed-or-bad-reco',Yarn install throw error `routines:ssl3_get_record:decryption failed or bad record `,0,0,1
'/questions/70951580/single-page-applications-and-url-slugs-routing-and-seo',Single Page Applications and URL slugs  routing, and seo,1,0,1
'/questions/70951577/need-api-key-of-wordapi-for-my-project-its-urgent',NEED API key of WordAPI for my project its urgent [closed],0,-3,1
'/questions/70951574/qt6-webcam-laggy',Qt6 Webcam Laggy,0,0,1
'/questions/70951572/using-valid-token-but-still-receiving-invalid-auth-response-from-slacks-files-u',Using valid token but still receiving invalid_auth response from Slack's files.upload API,0,0,1
'/questions/70951570/indeed-api-authorization-access-token',Indeed API authorization access token,0,0,1
'/questions/70951568/how-to-add-text-inside-polygon-in-vue-leaflet',How to add text inside polygon in vue-leaflet?,0,0,1
'/questions/70951564/how-to-create-alert-for-logged-errors',How to create alert for logged errors?,0,0,1
'/questions/70951562/actioncontrollerroutingerror-no-route-matches-get-assets-images-logo-png',ActionController::RoutingError (No route matches [GET] "/assets/images/logo.png" and the CSS changes are applicable on UI,0,0,1
'/questions/70951560/instagram-screenshot-redirects-to-login',Instagram screenshot redirects to login,0,0,1
'/questions/70951559/google-app-scripts-method-to-create-a-shortcut-to-google-drive-file',Google App Scripts Method to Create a Shortcut to Google Drive File,1,1,1
'/questions/70951557/calling-an-api-in-node-js-after-data-inserted-into-mariadb',Calling an Api in Node js after data inserted into mariadb,0,0,1
'/questions/70951556/how-to-get-pre-trained-xlnet-sentence-embeddings',How to get Pre-trained XLNET Sentence embeddings?,0,0,1
'/questions/70951555/redirect-to-external-urls-does-not-work-in-laravel-8',Redirect to external urls does not work in Laravel 8,1,0,1
'/questions/70951550/method-not-all-codes-return-a-value',Method Not all codes return a value [closed],2,-2,1
'/questions/70951549/how-to-give-an-api-read-permission-on-gitlab-to-only-a-single-repository',How to give an API read permission on GitLab to only a single repository?,2,0,1
'/questions/70951548/how-to-get-secure-cookies-using-selenium',How to get secure cookies using Selenium,0,0,1
'/questions/70951547/encrypting-an-existing-redshift-cluster',Encrypting an existing Redshift Cluster,0,0,1
'/questions/70951545/how-to-find-specific-product-with-belongstomany-relationship',How to find specific product with BelongsToMany relationship,0,1,1
'/questions/70951544/input-default-values-not-displaying-in-django-through-post-method',Input default values not Displaying in Django through post method,1,0,1
'/questions/70951543/regions-plugin-from-wafesurfer-js-does-not-show-any-regions',Regions Plugin from wafesurfer.js does not show any regions,0,0,1
'/questions/70951540/what-the-recommended-framework-of-creating-a-high-volume-real-time-data-pipeline',What the recommended framework of creating a high volume real time data pipeline in java,0,0,1
'/questions/70951536/laravel-query-showing-wrong-data-while-use-where-and-orwhere-clause',Laravel query showing wrong data while use where and orWhere clause,1,0,1
'/questions/70951535/how-to-trace-the-api-used-in-a-web-system-using-a-view-or-controller-in-laravel',how to trace the api used in a web system using a view or controller in laravel,0,-1,1
'/questions/70951534/find-word-only-in-single-braces-using-regex-in-python',find word only in single braces using regex in python,2,2,1
'/questions/70951533/custom-edit-and-delete-components-on-row-datagrid-mui-v5-component-hovered',Custom edit and delete components on row DataGrid MUI v5 component hovered,0,1,1
'/questions/70951531/rearranging-data-for-multi-line-headers-in-pandas',Rearranging data for multi line headers in pandas,1,-2,1
'/questions/70951527/how-can-you-query-and-sum-total-a-column-name-rather-than-sumaa-in-sheets',How can you query and SUM total a Column name  rather than "=SUM(A:A)" in Sheets?,1,0,1
'/questions/70951526/how-to-fix-npm-audit-issue-with-depends-on-vulnerable-versions-of-postcss',How to fix npm audit issue with Depends on vulnerable versions of postcss,0,0,1
'/questions/70951525/filter-dataframe-within-a-group-with-one-column-meeting-an-and-condition-in-r',Filter dataframe within a group with one column meeting an AND condition in R,2,0,1
'/questions/70951524/how-to-open-multiple-web-pages-in-chrome-using-selenium-chrome-driver',How to open multiple web pages in chrome using Selenium Chrome Driver,1,0,1
'/questions/70951520/is-it-possible-to-record-the-audio-in-the-background-on-watchos-app-and-simultan',Is it possible to record the audio in the background on watchOS app and Simultaneously user can perform some activity on the same watchOS app,0,0,1
'/questions/70951519/converting-this-table-of-rgb-values-to-hex-color-values',Converting this table of rgb values to hex color values?,0,0,1
'/questions/70951518/expand-ext4-partition-on-arch-linux',Expand ext4 partition on arch Linux [closed],0,0,1
'/questions/70951516/how-to-create-couchdb-indexes-in-hyperledger-fabric-with-maven-build',How to create couchdb indexes in hyperledger-fabric with maven build,0,0,1
'/questions/70951512/piano-keys-audio-files-do-not-run',Piano Keys/ Audio Files do not run,0,0,1
'/questions/70951509/how-do-i-access-the-iframe-that-does-not-have-an-id-name-or-class',How do I access the iframe that does not have an id  name or class,1,0,1
'/questions/70951507/react-navigation-back-handler-not-working-when-nesting-navigation-containers',React navigation back handler not working when nesting navigation containers,0,0,1
'/questions/70951808/example-of-useful-downcast-with-static-cast-which-does-not-produce-undefined-beh',Example of useful downcast with static_cast which does not produce undefined behaviour,2,0,1
'/questions/70951805/sso-for-cross-domain',SSO for cross domain,2,1,1
'/questions/70951804/difference-between-list-and-get-queryset-in-modelviewset-django',Difference between list() and get_queryset() in ModelViewSet - Django?,1,0,1
'/questions/70951803/selecting-dynamic-react-dropdown-in-python-selenium-pytest',Selecting dynamic react dropdown in python selenium pytest,0,0,1
'/questions/70951799/compare-two-files-and-print-exact-match-in-the-order-of-input-file',Compare two files and print exact match in the order of input file,1,1,1
'/questions/70951798/how-to-replace-word-in-dict-without-overwriting-the-original-dict-type',how to replace word in dict without overwriting the original dict type,0,0,1
'/questions/70951797/run-a-command-in-docker-after-certain-container-is-up',Run a command in Docker after certain container is up,0,0,1
'/questions/70951796/does-android-in-app-subscription-purchasetime-inside-purchasedata-class-update-w',Does Android In-App Subscription purchaseTime inside PurchaseData class Update With Each Monthly Renewal?,0,0,1
'/questions/70951794/ansible-jinja-template-lines-are-shifted',Ansible Jinja template. Lines are shifted,0,0,1
'/questions/70951792/flutter-just-audio-why-is-setting-audio-source-as-lockcachingaudiosource-faili',Flutter just_audio - why is setting audio source as LockCachingAudioSource failing?,0,0,1
'/questions/70951791/how-to-retrieve-the-triggered-record-information-in-cloudpage-marketing-cloud',How to retrieve the triggered record information in CloudPage Marketing Cloud,0,0,1
'/questions/70951786/pandas-values-transfer-from-one-df-to-another-overflowerror',Pandas values transfer from one df to another OverflowError,2,-3,1
'/questions/70951783/i-need-your-help-on-how-to-display-from-url-using-htaccess-friendly-url',I need your help on how to display & from url using .htaccess friendly URL [closed],0,-2,1
'/questions/70951781/take-a-live-video-for-a-few-minutes-from-google-colab-and-save-it-to-drive',Take a live video for a few minutes from google colab and save it to drive,0,0,1
'/questions/70951780/return-a-function-inside-a-function',return a function inside a function [duplicate],0,0,1
'/questions/70951776/design-a-system-for-insurance-company-in-java-only-with-oops-concept',Design a system for insurance company in JAVA only with OOPS concept? [closed],0,-8,1
'/questions/70951775/allowing-lzma-page-compression-through-plugin-without-recompiling-on-windows',Allowing LZMA page compression through plugin (without recompiling) on Windows,1,0,1
'/questions/70951772/how-to-update-screen-a-when-navigating-back-from-screen-b-with-bloc-flutter',How to update screen A when navigating back from screen B with bloc flutter,2,1,1
'/questions/70951771/automatic-replacement-of-indirect-imports',Automatic replacement of indirect imports,0,0,1
'/questions/70951769/how-i-can-sort-arrray-of-node-class-according-to-marks-value',How i can sort arrray of node class according to marks value,2,-2,1
'/questions/70951768/how-to-keep-jcheckbox-horizontally-inside-jpanel',How to Keep JCheckBox Horizontally inside JPanel,1,0,1
'/questions/70951762/how-to-send-a-zip-file-in-nodejs',how to send a zip file in nodejs,0,-1,1
'/questions/70951758/exception-handling-using-tasks-and-task-waitany',Exception handling using tasks and Task.WaitAny,2,1,1
'/questions/70951757/google-kubernetes-enginge-nat-routing-outgoing-ip-doesnt-work',Google Kubernetes Enginge NAT routing outgoing IP doesn't work,0,0,1
'/questions/70951754/boolean-method-which-returns-true-if-a-subarray-sums-to-num',Boolean method which returns true if a subarray sums to num,0,0,1
'/questions/70951752/i-am-new-to-programming-in-c-and-cant-find-the-error',I am new to programming in C and cant find the error [duplicate],0,0,1
'/questions/70951750/how-to-merge-over-7000-txt-files',How to merge over 7000 .txt files [closed],1,0,1
'/questions/70951748/springboot-2-6-x-produces-application-exit-code-1-on-exit',SpringBoot 2.6.x produces Application Exit Code 1 on Exit,0,0,1
'/questions/70951746/how-do-i-resolve-error-helm-template-requires-at-least-1-argument',How do I resolve "Error: "helm template" requires at least 1 argument"?,1,0,1
'/questions/70951745/how-to-runserver-once-in-django-and-keep-getting-correct-web-test-results',How to runserver once in django and keep getting correct web test results?,0,-2,1
'/questions/70951743/cors-middleware-in-go-preflight-request',Cors Middleware in go preflight request,0,0,1
'/questions/70951742/system-authentication-on-opening-the-application-in-ionic',System authentication on opening the application in ionic,0,0,1
'/questions/70951741/creating-a-fibonacci-string-using-while-loop-jupyter-notebook',Creating a Fibonacci String using While Loop (Jupyter Notebook) [closed],1,-3,1
'/questions/70951739/popup-window-not-being-displayed-in-react',Popup window not being displayed in react,2,1,1
'/questions/70951737/android-jetpack-compose-composable-disable-hardware-acceleration-for-particula',Android Jetpack Compose (Composable) Disable Hardware Acceleration for particular composable,1,0,1
'/questions/70951736/wp-event-manager-date-picker-doesnt-show-properly',WP Event Manager - Date picker doesn't show properly,0,0,1
'/questions/70951734/invalid-or-unexpected-token-error-in-webview-espresso-test','Invalid or unexpected token' error in webview espresso test,0,0,1
'/questions/70951732/providing-gps-location-data-to-android-auto',Providing GPS location data to Android Auto,0,0,1
'/questions/70951730/removing-duplicate-records-within-a-file-based-on-rules',Removing duplicate records within a file based on rules,0,0,1
'/questions/70951726/can-i-access-this-from-a-class-property',Can I access "this" from a class property? [duplicate],0,0,1
'/questions/70951725/how-can-i-make-github-search-to-not-show-multiple-results-with-the-same-file-nam',How can i make github search to not show multiple results with the same file name?,1,2,1
'/questions/70951720/robocopy-use-the-monitor-function-for-extra-actions',Robocopy : Use the monitor function for extra actions,1,0,1
'/questions/70951719/how-to-install-wine7-0-on-ubuntu-ubuntu-variations-and-debian',How to install Wine7.0 on Ubuntu  Ubuntu variations and Debian,0,0,1
'/questions/70951718/resharper-analyses-files-when-solution-is-loaded-even-if-solution-wide-analysis',Resharper analyses files when solution is loaded even if solution wide analysis is off,1,1,1
'/questions/70951715/opencv-cvcvtcolor',OpenCV cv::cvtColor,0,-1,1
'/questions/70951713/clustering-in-dataframe-using-python',Clustering in DataFrame using Python,2,0,1
'/questions/70951707/inlineformsetfactory-jquery-add-value-in-table-row',inlineformsetfactory jquery add value in table row,0,0,1
'/questions/70951704/ip-address-queried-from-dns-server-not-working-in-browser',IP address queried from DNS server not working in browser,0,0,1
'/questions/70951701/alternative-method-for-deprecated-encode-foruri-method',Alternative method for deprecated Encode.forUri() method,1,0,1
'/questions/70951700/extending-shopware-entity-with-foreign-keys-fails-when-merging-version',Extending Shopware entity with foreign keys fails when merging version,0,0,1
'/questions/70951695/how-do-i-get-the-sums-of-digits-of-the-negative-large-number-in-haskell',How do I get the sums of digits of the negative large number in Haskell?,1,0,1
'/questions/70951694/loop-on-a-row-of-a-specific-column-and-edit-the-control-in-jquery',Loop on a row of a specific column and edit the control in jQuery,0,0,1
'/questions/70951693/i-get-this-error-when-adding-a-new-field-to-the-users-table-laravel8',I get this error when adding a new field to the Users table laravel8,0,0,1
'/questions/70951692/remove-specific-common-part-from-comma-separated-string-in-js',Remove specific common part from comma separated string in JS [duplicate],0,-1,1
'/questions/70951691/what-is-the-difference-between-origin-main-and-origin-head-in-a-git-log',What is the difference between "origin/main" and "origin/HEAD" in a git log?,1,0,1
'/questions/70951690/temporary-variable-changing-main-variable',Temporary variable changing main variable,2,0,1
'/questions/70951689/orchard-cms-1-10-2-error-404-after-server-update-on-shared-host-the-control',Orchard CMS 1.10.2 - Error 404 after server update on shared host - "The controller for path '/' was not found ",0,0,1
'/questions/70951688/get-the-sum-of-childs-tables-fields-in-postgresql',Get the sum of child's tables fields in postgresql,1,0,1
'/questions/70951686/tabular-editor-how-to-use-advanced-scritpting-to-create-multiple-measures-based',Tabular Editor: How to use advanced scritpting to create multiple measures based on one value and one category column,0,0,1
'/questions/70951685/how-to-iterate-multiple-ranges-together-in-lua',How to iterate multiple ranges together in LUA,1,0,1
'/questions/70951683/how-to-create-in-xamarinforms-android-what-will-remind-you-of-a-call-in-ios',How to create in xamarinforms/android what will remind you of a call in IOS?,0,0,1
'/questions/70951682/how-to-clear-local-storage-when-uninstalling-the-pwa-app',How to clear local storage when uninstalling the PWA app,0,0,1
'/questions/70951679/java-lang-illegalargumentexception-argument-in-is-null-at-com-fasterxml-jacks',java.lang.IllegalArgumentException: argument "in" is null at com.fasterxml.jackson.databind.ObjectMapper._assertNotNull(ObjectMapper.java:4830),0,0,1
'/questions/70951678/is-staticmethod-optional-in-python-class',is @staticmethod optional in python class? [duplicate],0,0,1
'/questions/70951677/error-log-file-is-created-complete-rundomly-with-some-warnings',error_log file is created complete rundomly - with some warnings,0,0,1
'/questions/70951676/command-data-field-of-send-load',Command data field of Send LOAD,0,0,1
'/questions/70951671/could-someone-tell-me-what-i-did-wrong-in-displaying-data-from-fetching-api-to-m',Could someone tell me what I did wrong in displaying data from fetching api to my html page in the Hackers News?,0,0,1
'/questions/70951670/using-constructor-v-s-static-method-for-basic-linked-list',Using Constructor v/s static method for basic linked list,0,0,1
'/questions/70951669/query-error-not-sure-how-to-convert-a-cursor-to-this-methods-return-type',Query error: Not sure how to convert a Cursor to this method's return type,3,0,1
'/questions/70951668/how-to-open-save-file-dialog-in-nodejs-cli-application',How to open save file dialog in nodejs cli application,0,0,1
'/questions/70951667/is-there-any-proper-solution-for-soket-io-404-not-found-error',Is there any Proper Solution for Soket.io (404-Not Found) Error?,0,0,1
'/questions/70951666/how-to-use-log4j2-fileappender-with-slf4j-api',How to use log4j2 FileAppender with SLF4J API,0,0,1
'/questions/70951663/display-different-sidebar-for-each-navbar-item-in-react',Display different sidebar for each navbar item in React,0,0,1
'/questions/70951660/wpf-listview-items-not-viewing-items-observablecollection',WPF listview-items not viewing items ObservableCollection,0,0,1
'/questions/70951659/how-to-fit-long-text-in-excel-column',How to fit long text in excel column?,0,0,1
'/questions/70951657/unable-to-pause-audio-in-react',Unable to pause audio in React,0,0,1
'/questions/70951655/how-can-i-convert-an-sql-query-to-laravel-elequent',How can i convert an SQL query to laravel elequent,2,0,1
'/questions/70951653/qml-how-to-add-children-to-a-base-components-child-instead-of-the-root-object',QML: How to add children to a base component's child instead of the root object of the component?,1,0,1
'/questions/70951646/paypal-error-things-dont-appear-to-be-working-at-the-moment-please-try-again',PayPal Error "Things don't appear to be working at the moment. Please try again later.",0,1,1
'/questions/70951643/how-to-assign-a-request-to-users-in-django',How to Assign a request to users in django,0,0,1
'/questions/70951642/merging-a-2-dimentional-json-array-in-php',Merging a 2 dimentional json array in PHP,1,-1,1
'/questions/70951640/do-you-have-an-idea-on-this-kind-of-error',Do you have an idea on this kind of error?,0,-3,1
'/questions/70951638/recursion-inside-for-loop-python',Recursion inside for loop (Python),2,1,1
'/questions/70951635/gstreamer-video-latency-first-image',Gstreamer video latency first image,0,0,1
'/questions/70951632/intersection-vs-union-in-mapped-type',Intersection vs union in mapped type,1,0,1
'/questions/70951629/how-to-bind-keyboard-combination-for-compiling-multiple-opened-in-editor-files-i',how to bind keyboard combination for compiling multiple opened in editor files in vscode?,0,0,1
'/questions/70951628/rectangle-equation',rectangle equation,1,0,1
'/questions/70951627/git-failed-with-error-is-a-directory-add-files-inside-instead',git failed with error - is a directory add files inside instead,1,1,1
'/questions/70951625/rails7-multidb-switch-shard-for-console',Rails7 MultiDB switch shard for console,0,0,1
'/questions/70951623/hcaptcha-bypass-key-is-invalid',HCaptcha bypass key is invalid,0,-1,1
'/questions/70951621/postgres-password-change-issues',Postgres password change issues,1,0,1
'/questions/70951619/mocikto-testcase-is-throwing-cannot-cast-to-javax-xml-ws-bindingprovider-error',Mocikto testcase is throwing cannot cast to Javax.xml.ws.BindingProvider error,0,0,1
'/questions/70951617/how-to-create-an-order-with-also-seller-as-a-foreign-key-to-the-orders-table-sim',How to create an order with also seller as a foreign key to the orders table similar to customer field?,0,0,1
'/questions/70951615/power-bi-align-to-the-right-slicer-items',Power Bi - Align to the right slicer items,0,0,1
'/questions/70951614/macro-value-changes',Macro Value Changes,2,0,1
'/questions/70951612/removing-an-embed-from-a-message-in-discord-py',Removing an embed from a message in Discord.py,0,0,1
'/questions/70951611/how-can-i-solve-the-problem-browse-javafx-application-classes-initializing-vi',How can I solve the problem "Browse JavaFX Application classes : initializing view"?,0,0,1
'/questions/70951603/adding-slash-after-url-giving-404-error-htaccess',Adding slash after URL giving 404 error (htaccess),0,0,1
'/questions/70951503/unique-pointer-implementation',unique pointer implementation [duplicate],0,0,1
'/questions/70951500/event-is-only-firing-for-first-elemnt',event is only firing for first elemnt,1,0,1
'/questions/70951498/flutter-streambuilder-refresh-screen-with-updated-list-data-from-api',Flutter StreamBuilder Refresh Screen with updated list data from API,0,0,1
'/questions/70951497/typeerror-cannot-read-property-args-of-undefined-alertcontroller',TypeError: Cannot read property 'args' of undefined (AlertController),0,0,1
'/questions/70951493/flutter-control-ripple-effect-size-on-iconbutton',Flutter: control ripple effect size on IconButton,3,1,1
'/questions/70951488/i-want-to-push-that-object-in-a-new-array-where-free-is-greater-than-1',i want to push that object in a new array where free is greater than 1,2,0,1
'/questions/70951486/maple-will-not-evaluate-this-laplace-integral',Maple will not evaluate this Laplace integral,0,0,1
'/questions/70951484/null-check-operator-used-on-a-null-value-the-relevant-error-causing-widget-was-f',Null check operator used on a null value The relevant error-causing widget was FutureBuilder<List<SearchModel>>,2,0,1
'/questions/70951477/even-if-i-save-the-settings-the-encoding-doesnt-come-out-properly-in-vscode',Even if I save the settings  the encoding doesn't come out properly in vscode,0,0,1
'/questions/70951475/selenium-set-value-to-input-field-that-is-not-visible',Selenium set value to input field that is not visible,1,0,1
